date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:49:45	281730/281730	---M--	200	added ('OK')	image/png	etag:%2263bc3984-44c82%22	https://get-tvidler.com/theme/tvidler/product-2/friendly-bg-2.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler/product-2/friendly-bg-2.png	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:45	50233/50233	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-c439%22	https://get-tvidler.com/theme/tvidler/product-4/header-bg-mobile.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler/product-4/header-bg-mobile.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:45	62985/62985	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-f609%22	https://get-tvidler.com/theme/tvidler/product-4/patented-bg.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler/product-4/patented-bg.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:45	54159/54159	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-d38f%22	https://get-tvidler.com/theme/tvidler/product-4/did-you-know-bg-mobile.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler/product-4/did-you-know-bg-mobile.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:45	41041/41041	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-a051%22	https://get-tvidler.com/theme/upsells/get-tvidler/images/bg-header.jpg?1	C:/pro1/Test/EarPro/get-tvidler.com/theme/upsells/get-tvidler/images/bg-headerc4ca.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:46	3627/3627	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-e2b%22	https://get-tvidler.com/theme/upsells/get-tvidler/images/bg-header-mobile.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/upsells/get-tvidler/images/bg-header-mobile.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:46	133261/133261	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-2088d%22	https://get-tvidler.com/theme/tvidler-heads/product/bg.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler-heads/product/bg.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:46	14597/14597	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3984-3905%22	https://get-tvidler.com/theme/tvidler-handle/product/bg.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/tvidler-handle/product/bg.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:46	181299/181299	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3983-2c433%22	https://get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-header.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-header.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:47	161373/161373	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3983-2765d%22	https://get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-header-mobile.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-header-mobile.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:47	161390/161390	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3983-2766e%22	https://get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-about.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-about.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
14:49:47	221645/221645	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3983-361cd%22	https://get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-about-mobile.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/melzu-foot/upsells/melzu-lavender-foot-masks/bg-about-mobile.jpg	(from https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a)
